,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,assetTurnover,currentRatio,quickRatio,cashRatio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Diluted Growth,Operating Cash Flow growth,Asset Growth,SG&A Expenses Growth,Sector,Class,2018 PRICE VAR [%]
ADAP,37833000.0,1.6639459999999837,37833000.0,31106000.0,118494000.0,-80661000.0,-69687000.0,-70138000.0,-70138000.0,-0.78,-0.78,562119334.0,527637086.0,1.0,-1.699,-1.842,-1.854,-64264000.0,-69687000.0,-70138000.0,-1.842,-1.8539,88296000.0,212514000.0,230183000.0,40679000.0,281147000.0,74314000.0,78163000.0,-231630000.0,202984000.0,65936000.0,5423000.0,-54315000.0,-24093000.0,-126081000.0,103568000.0,-74500000.0,-78408000.0,0.13456661461798,3.097,2.8624485292139,1.1881475899561,-0.1099,0.7744,0.8222,-4.4427,279810000.0,152020000.0,1.6647,0.0141,-0.108,0.0201,0.2353,0.2353,0.2423,-0.1276,0.1988,0.3403,Healthcare,0,-19.014083419236783
TRVN,0.0,-0.41299,0.0,19639000.0,70387000.0,-70387000.0,-71865000.0,-71865000.0,-71865000.0,-1.21,-1.21,62300981.0,59436649.0,0.0,-13.417900000000003,0.0,-15.304950000000002,-68595000.0,-69085000.0,-71865000.0,0.0,0.0,17970000.0,67513000.0,67493000.0,3805000.0,72722000.0,18213000.0,38089000.0,-357490000.0,34633000.0,4364000.0,490000.0,-71255000.0,-3495000.0,32780000.0,30986000.0,-7489000.0,-74750000.0,0.0,3.706,3.7068577389777007,0.98665788173283,-0.6722,0.9915,0.0,-6.239800000000001,72711000.0,29404000.0,-0.621428,0.3177,0.3118,0.3022,0.3858,0.3858,0.1343,0.2217,-0.30742,0.2216,Healthcare,0,-76.11111008090734
LJPC,0.0,-0.41299,0.0,30852000.0,115427000.0,-115427000.0,-114803000.0,-114803000.0,-114803000.0,-5.41,-5.41,22145243.0,21215000.0,0.0,-13.417900000000003,0.0,-15.304950000000002,-105989480.0,-114803000.0,-114803000.0,0.0,0.0,91824000.0,91824000.0,94062000.0,24568000.0,119539000.0,18552000.0,31337000.0,-721514000.0,88202000.0,7068000.0,1268000.0,-85081000.0,-9194000.0,-9194000.0,120173000.0,25898000.0,-94275000.0,0.0,5.07,4.9495472186287,4.9495472186287,-0.1631,0.7411,0.0,-6.239800000000001,119539000.0,62725000.0,-0.621428,-0.4684,-0.4728,-0.4684,-0.1916,-0.1916,0.2314,-0.4492,0.6885,0.8474,Healthcare,0,-71.57069392302706
MLNT,33864000.0,0.0,33864000.0,63325000.0,112800000.0,-78936000.0,-58916000.0,-58916000.0,-78175000.0,-7.6234,-7.6692,2100495.0,1937694.4000000001,1.0,-1.501,-1.5146,-2.3080000000000003,-50841000.0,-51292000.0,-58916000.0,-1.7398,-1.7398,128387000.0,128387000.0,149764000.0,1596000.0,160273000.0,31730000.0,87937000.0,-572659000.0,72336000.0,24325000.0,451000.0,-75598000.0,-849000.0,155061000.0,37715000.0,117178000.0,-76447000.0,0.21128948731227,4.72,4.2846202332178,4.0462338480933,-0.8465,0.967,1.87,-1.8825,152773000.0,61827000.0,0.0,0.2623,-0.1407,0.1775,0.9947,0.9947,1.3527840000000002,-0.0711,1.8851559999999996,1.12771,Healthcare,0,-95.22658604509519
VSTM,0.0,0.0,0.0,21381000.0,67804000.0,-67804000.0,-67802000.0,-67802000.0,-67802000.0,-1.76,-1.76,40489396.0,38422000.0,0.0,-3.5253891575130627,0.0,-3.9532841151377025,-66687000.0,-67243000.0,-67802000.0,0.0,0.0,82176000.0,86672000.0,87787000.0,861000.0,89791000.0,17128000.0,32107000.0,-303142000.0,57684000.0,7942000.0,556000.0,-57310000.0,0.0,43953000.0,63184000.0,49827000.0,-57310000.0,0.0,5.125,5.060252218589401,4.7977580569827,-0.5483,0.8453,0.0,0.0,89791000.0,55680000.0,0.0,-0.8453,-0.8324,-0.8606,-0.7778,-0.7778,0.0388,-0.9438,0.0737,0.2414,Healthcare,1,4.672892684307958
ARGX,43715486.1945,1.6639459999999837,43715486.1945,14943577.431,71244897.9592,-27529411.7647,-32987995.1981,-33704681.8727,-33704681.8727,-1.3685,-1.3685,32256902.7611,29543260.5042,1.0,-0.892,-0.7546,-0.9256,-32465786.3145,-32987995.1981,-33704681.8727,-0.7546,-0.7709999999999999,231163265.3061,433932773.1092,440340936.3745,811524.6098,445267707.0828,29432172.8691,31184873.9496,-120729891.9568,414082833.1333,11082833.1332,522208.8836,-43872749.0996,-414165.6663,-194540216.0864,366584633.8535,128171668.6675,-44286914.7659,0.098177984837267,14.379859999999997,12.562303518700196,7.8541012358891,-0.0215,1.3017,0.3418,-0.7931,445252100.8403,409156062.4249,1.8227,-0.4662,-0.2212,-0.4981,-0.1404,-0.1404,0.4912,-2.853604,1.8851559999999996,1.0249,Healthcare,1,50.69803873697917
STAA,90611000.0,0.0992,64280000.0,47867000.0,67911000.0,-3631000.0,-2296000.0,-2139000.0,-2139000.0,-0.05,-0.05,41164231.0,41004000.0,0.7094,0.013,-0.0241,-0.024,1170000.0,-2184000.0,-2139000.0,-0.0253,-0.0236,18520000.0,18520000.0,53890000.0,9776000.0,67932000.0,19088000.0,24996000.0,-161248000.0,42936000.0,7339000.0,3354000.0,2853000.0,-1046000.0,-1046000.0,2437000.0,4523000.0,1807000.0,1.3338485544368,2.823,1.9055427493713,0.97024308466052,-0.0032,-1.3338,0.5283,-0.3119,65875000.0,28894000.0,0.1013,0.8229,0.7131,0.8236,0.8333,0.8333,0.0167,1.7197,0.0375,-0.0494,Healthcare,1,100.69182775465836
ADMA,22760560.0,1.1349,0.0,18752393.0,32906235.0,-39309996.0,-43758975.0,-43758975.0,-43758975.0,-1.91,-1.91,25793404.0,22896042.0,0.0,-1.66,-1.7782,-1.923,-37780827.0,-40473128.0,-43758975.0,-1.9226,-1.9226,48607574.0,48607574.0,62341563.0,30466858.0,108018833.0,9440183.0,67686076.0,-150693793.0,40332757.0,3519310.0,2692301.0,-37271774.0,-2676328.0,15213856.0,60750625.0,38692707.0,-39948102.0,0.21070918253672,6.604,5.560032893430098,5.1490075986874,-0.5788,0.8518,0.8239,-0.9941,99639974.0,-5344513.0,-0.621428,-1.3428,-1.2683,-1.2423,-0.1863,-0.1863,0.8839,-1.0402,1.8851559999999996,1.12771,Healthcare,0,-27.57575335034101
INNT,0.0,-0.41299,0.0,7161612.0,11169523.0,-11169523.0,-11605817.0,-11605817.0,-11605817.0,-0.98,-0.98,2030904.7799999998,11888240.0,0.0,-1.325,0.0,-1.528,-11163736.0,-11169523.0,-11605817.0,0.0,0.0,495511.30999999994,597900.0,5711350.0,40707.0,12038609.999999996,12973103.0,12973103.0,-19353691.0,-12174614.0,1740605.0,5787.0,-5096546.0,-38727.0,-38727.0,5130025.0,-5248.0,-5135273.0,0.0,0.058,0.033188898600435,0.027407706544841003,-0.1647,0.4391,0.0,-6.239800000000001,9607935.02,-12220901.0,-0.621428,-1.0738,-0.8794,-0.868,0.913,0.913,1.3527840000000002,0.3952,-0.30742,0.1174,Healthcare,0,-61.17647030538576
ENTA,102814000.0,0.1648,102814000.0,20749000.0,78200000.0,24614000.0,26947000.0,17710000.0,17710000.0,0.93,0.91,19090383.0,19066000.0,1.0,0.259,0.2379,0.172,26592000.0,24455000.0,17710000.0,0.2621,0.1723,66283000.0,224277000.0,237819000.0,8049000.0,326637000.0,20982000.0,24961000.0,45356000.0,301676000.0,17268000.0,2137000.0,52653000.0,-2506000.0,-4572000.0,1017000.0,49098000.0,50147000.0,0.31476532052401,11.334,11.194881326852,3.1590410828329,0.0196,2.9731,0.2018,-1.1727,326637000.0,212858000.0,0.1648,-0.2078,-0.2019,-0.1826,-0.1842,-0.1947,0.0095,0.4704,0.1613,0.223,Healthcare,1,22.183888803781503
HBIO,77407000.0,-0.2594,39170000.0,32607000.0,39805000.0,-635000.0,-1470000.0,-865000.0,-865000.0,-0.02,-0.02,34880512.0,34753000.0,0.506,0.039,-0.0098,-0.011,3002000.0,-757000.0,-865000.0,-0.019,-0.0112,5192000.0,5192000.0,47535000.0,3743000.0,109354000.0,14041000.0,28454000.0,-116967000.0,80900000.0,6866000.0,3759000.0,1057000.0,-878000.0,-917000.0,-1792000.0,137000.0,179000.0,0.7078570514110101,3.385,1.3228402535432,0.36977423260452,-0.0061,-1.222,0.4212,-0.2336,61744000.0,19081000.0,-0.191,0.6896,0.7881,0.7992,0.8462,0.8462,0.0158,-0.8036,0.0147,-0.2131,Healthcare,0,-3.636360221001021
NSTG,114905000.0,0.3286,83025000.0,74334000.0,121222000.0,-38197000.0,-43358000.0,-43562000.0,-43562000.0,-1.84,-1.84,25382839.0,23731000.0,0.7226,-0.295,-0.3238,-0.379,-33851000.0,-37205000.0,-43562000.0,-0.3773,-0.3791,26279000.0,77698000.0,121921000.0,14057000.0,136762000.0,35919000.0,96653000.0,-313102000.0,40109000.0,31827000.0,3354000.0,-51657000.0,-4284000.0,-2490000.0,59668000.0,5521000.0,-55941000.0,0.8401822143577901,3.394,2.7078148055347,0.73161836354019,-0.2359,1.1858,0.6469,-1.2773,136762000.0,25268000.0,0.4762,0.0992,0.0723,0.0749,0.2137,0.2137,0.1797,-2.853604,0.0822,0.1856,Healthcare,1,90.1281995008371
CDMO,57630000.0,0.2992,19371000.0,18079000.0,18079000.0,1292000.0,-28159000.0,-28159000.0,-32799000.0,-0.88,-0.88,42529925.0,37109493.0,0.3361,-0.446,-0.4886,-0.569,-25696000.0,-28159000.0,-28159000.0,-0.4886,-0.4886,47949000.0,47949000.0,89874000.0,26045000.0,118112000.0,62931000.0,64530000.0,-537435000.0,53582000.0,59931000.0,2463000.0,-39169000.0,-3627000.0,-3059000.0,28165000.0,-14063000.0,-42796000.0,0.48792671362774,1.4280000000000002,0.88495336161828,0.7619297325642399,-0.1934,1.1942,0.3137,-1.4726,118112000.0,25344000.0,-0.0944,0.4939,-0.6295,0.4546,0.5487,0.5487,0.2011,0.0107,0.0832,0.0098,Healthcare,1,32.571990416259325
CGIX,29121000.0,0.0766,11051000.0,24884000.0,29673000.0,-18622000.0,-22959000.0,-20880000.0,-20880000.0,-7.6234,-7.6692,2030904.7799999998,1937694.4000000001,0.3795,-0.6409999999999999,-0.7153,-0.7170000000000001,-18666000.0,-20831000.0,-20880000.0,-0.7884,-0.7170000000000001,9891000.0,9891000.0,23206000.0,5550000.0,52221000.0,19640000.0,25456000.0,-134834000.0,26765000.0,516000.0,2165000.0,-13564000.0,-1284000.0,-2701000.0,16338000.0,89000.0,-14848000.0,0.55764922157753,1.182,1.0615580448064998,0.5036150712830999,-0.5179,0.6496,0.8545,-0.5931,29751000.0,-2250000.0,0.1112,-0.3572,-0.1135,-0.3213,-0.01,-0.01,0.3028,0.2402,0.2306,0.202,Healthcare,0,-87.69230801835018
CRVS,0.0,0.0,0.0,10219000.0,56524000.0,-56524000.0,-55663000.0,-55663000.0,-55663000.0,-2.72,-2.72,21041250.0,20488506.0,0.0,-3.5253891575130627,0.0,-3.9532841151377025,-54821000.0,-55663000.0,-55663000.0,0.0,0.0,45106000.0,90055000.0,91234000.0,2672000.0,94775000.0,8969000.0,9940000.0,-123534000.0,84835000.0,5515000.0,842000.0,-46212000.0,-266000.0,84826000.0,1442000.0,40056000.0,-46478000.0,0.0,10.172,10.040695729736,5.0291002341398,-0.2435,0.8302,0.0,-0.3159,94775000.0,81294000.0,0.0,-0.5303,-0.5287,-0.5303,-0.1525,-0.1525,0.3285,-0.6589,-0.30742,0.3411,Healthcare,0,-67.14413562017091
SNDX,2108000.0,0.7279,2108000.0,15861000.0,64062000.0,-61954000.0,-60802000.0,-60802000.0,-60802000.0,-2.9,-2.9,24389929.0,20997211.0,1.0,-13.417900000000003,-10.65308,-15.304950000000002,-62147000.0,-62223000.0,-60802000.0,-10.638703999999997,-11.262636,35274000.0,130080000.0,133442000.0,267000.0,137186000.0,15798000.0,32867000.0,-366111000.0,104319000.0,13566000.0,76000.0,-47371000.0,-84000.0,-17072000.0,75722000.0,11279000.0,-47455000.0,0.015365999446008,8.447000000000001,8.2339536650209,2.2328142802886,-0.3307,0.7791,4.444265999999904,-1.1053,137186000.0,100575000.0,0.7279,-0.2956,-0.4156,-0.2917,0.0994,0.0994,0.4362,-0.3474,0.2584,0.1907,Healthcare,0,-49.258841767496605
INGN,249438000.0,0.2298,121237000.0,88334000.0,93647000.0,27590000.0,29656000.0,21002000.0,21002000.0,1.02,0.96,20870357.0,20683807.0,0.486,0.168,0.1189,0.084,41958000.0,29656000.0,21002000.0,0.1189,0.0842,142953000.0,173944000.0,228488000.0,20103000.0,275072000.0,33886000.0,48031000.0,8639000.0,227041000.0,13260000.0,12302000.0,60494000.0,-10227000.0,-24430000.0,14004000.0,50102000.0,50267000.0,0.9068098534202,6.7429999999999986,6.0611461960692,4.2186448680871,0.0086,2.8804,0.3541,-0.8313,267992000.0,180457000.0,0.2459,0.3047,0.2067,0.0235,0.0,-0.0103,0.038,0.9493,0.2851,0.2741,Healthcare,1,4.195686898401712
PEN,333764000.0,0.2675,217142000.0,184316000.0,215977000.0,1165000.0,1046000.0,4657000.0,4657000.0,0.14,0.13,33938594.0,32978065.0,0.6506,0.014,0.0031,0.014,4827000.0,1046000.0,4657000.0,0.0031,0.014,50637000.0,214591000.0,382234000.0,30899000.0,476667000.0,51582000.0,76259000.0,1996000.0,400408000.0,44825000.0,3781000.0,12691000.0,-12532000.0,-77653000.0,104359000.0,37401000.0,159000.0,0.70020370615125,7.41,5.284750494358501,0.98167965569385,0.0015,2.7251,0.5522,-3.3145,444711000.0,305975000.0,0.2711,2.2037,1.863,-0.6856,-0.7143,-0.7045,0.055,1.9909,0.5463,0.2428,Healthcare,1,35.251797467648956
ANIP,176842000.0,0.3749,97810000.0,31580000.0,69426000.0,28384000.0,16349000.0,-1076000.0,-1076000.0,-0.09,-0.09,11653903.0,11547000.0,0.5531,0.318,0.1605,-0.006,56312000.0,28384000.0,-1076000.0,0.0924,-0.0061,36150000.0,36150000.0,131605000.0,20403000.0,412138000.0,39228000.0,237382000.0,-4006000.0,174756000.0,32245000.0,27928000.0,39419000.0,-10369000.0,-107993000.0,72357000.0,3783000.0,29050000.0,0.42908443288413,3.355,2.420159070052,0.92153563780973,-0.0013,-7.330236,0.1786,-0.3713,180510000.0,-105777000.0,0.225,0.4188,0.4188,-1.2735,-1.2647,-1.2647,-0.0022,0.4349,0.2765,0.1348,Healthcare,0,-34.49731084114376
GNCA,0.0,-0.41299,0.0,13433000.0,55255000.0,-55255000.0,-56710000.0,-56710000.0,-56710000.0,-7.6234,-7.6692,3588021.0,3575375.0,0.0,-13.417900000000003,0.0,-15.304950000000002,-53753000.0,-55269000.0,-56710000.0,0.0,0.0,12589000.0,12589000.0,13081000.0,3460000.0,17488000.0,15779000.0,23538000.0,-264193000.0,-6050000.0,5604000.0,1516000.0,-47599000.0,-1028000.0,34909000.0,-2461000.0,-15151000.0,-48627000.0,0.0,0.8290000000000001,0.7978325622663001,0.7978325622663001,-0.8465,0.8393,0.0,-0.6781,17488000.0,-10457000.0,-0.621428,-0.1554,-0.1453,-0.14400000000000002,-0.1314,-0.1314,0.0107,-0.1378,-0.30742,-0.1293,Healthcare,0,-76.66666698972706
PRSC,1318220000.0,0.0684,94593000.0,43491000.0,51746000.0,42847000.0,57372000.0,53369000.0,42636000.0,3.14,3.12,13305502.0,13602140.0,0.0718,0.065,0.0444,0.032,85045000.0,58576000.0,53820000.0,0.0435,0.0405,53889000.0,53889000.0,296329000.0,37672000.0,704090000.0,226930000.0,290527000.0,204818000.0,338182000.0,224212000.0,26469000.0,55044000.0,-19923000.0,-7020000.0,-33788000.0,15214000.0,35121000.0,1.8722322430371,1.306,0.74845106420482,0.23746970431411,0.0522,1.291,0.033,-0.7527,594710000.0,5802000.0,-0.0715,-0.4743,-0.1103,-0.4459,-0.4019,-0.4012,-0.0748,0.3179,0.0275,0.1003,Healthcare,0,-0.28243590766569104
FATE,4106000.0,-0.0672,4106000.0,11873000.0,46231000.0,-42125000.0,-42952000.0,-42952000.0,-42952000.0,-1.02,-1.02,41685695.0,41982167.0,1.0,-9.915,-10.152,-10.461,-40713000.0,-41684000.0,-42952000.0,-10.4608,-10.4608,89074000.0,101071000.0,102596000.0,2550000.0,105292000.0,11049000.0,28103000.0,-218798000.0,77189000.0,9371000.0,971000.0,-36817000.0,-1725000.0,-10196000.0,47356000.0,343000.0,-38542000.0,0.038996315009687005,9.286,9.1475246628654,8.0617250429903,-0.1619,0.8572,2.8916,-1.7765,105292000.0,74493000.0,-0.0672,-0.3098,-0.3179,-0.2836,0.0286,0.0286,0.3221,-0.2345,0.1078,0.1977,Healthcare,1,103.6507862741747
TTOO,4666000.0,0.1436,0.0,22757000.0,46490000.0,-53852000.0,-62428000.0,-62428000.0,-62428000.0,-1.94,-1.94,35824960.0,32131512.0,0.0,-10.84,-10.65308,-13.379,-50581000.0,-53521000.0,-62428000.0,-10.638703999999997,-11.262636,42059000.0,42059000.0,44318000.0,10015000.0,54861000.0,51782000.0,53521000.0,-266117000.0,1340000.0,10438000.0,2940000.0,-47718000.0,-2476000.0,-2476000.0,18505000.0,-31689000.0,-50194000.0,0.085051311496327,0.856,0.8212506276312199,0.81223204974702,-0.4379,0.7644,4.444265999999904,-0.8422,54861000.0,-9203000.0,-0.621428,-0.0555,-0.0585,-0.1391,0.0806,0.0806,0.2351,-0.0275,-0.30742,-0.0548,Healthcare,0,-32.05417365462759
AMPH,240175000.0,-0.0587,90509000.0,50918000.0,91778000.0,-1269000.0,1249000.0,3647000.0,3647000.0,0.08,0.08,45975746.0,46107000.0,0.3768,0.063,0.0086,0.015,15029000.0,2075000.0,3647000.0,0.0052,0.0152,69749000.0,72384000.0,187778000.0,180545000.0,451072000.0,67192000.0,117336000.0,72642000.0,333736000.0,3325000.0,12954000.0,39209000.0,-35099000.0,-36890000.0,-7718000.0,-4895000.0,4110000.0,0.5324537989500601,2.795,1.6129896416240002,1.0380551256102,0.0042,10.751,0.212,-2.7095,405932000.0,70442000.0,-0.1314,-0.8674,-1.0825,-0.6286,-0.6364,-0.619,0.0182,0.0168,0.0546,0.0765,Healthcare,1,3.8080309824258274
CNMD,796392000.0,0.0431,431041000.0,351799000.0,384106000.0,46935000.0,28732000.0,55487000.0,55487000.0,1.99,1.97,27933864.0,27933864.0,0.5412,0.084,0.0589,0.07,67014000.0,46935000.0,55487000.0,0.0361,0.0697,32622000.0,32622000.0,356783000.0,116229000.0,1357961000.0,150003000.0,726529000.0,440085000.0,631432000.0,93260000.0,20079000.0,65566000.0,-12842000.0,-29054000.0,-34881000.0,5194000.0,52724000.0,0.5864616141406099,2.379,1.3310333793324,0.21747565048699,0.0393,1.1816,0.4417,-0.6396,541067000.0,-369746000.0,0.0556,0.3513,0.3513,2.7839,2.7547,2.7885,0.0074,0.644,0.0218,0.0396,Healthcare,1,28.300328021646123
CYTK,13368000.0,-0.41299,13368000.0,36468000.0,126764000.0,-113396000.0,-127790000.0,-127790000.0,-127790000.0,-2.59,-2.59,53884669.0,49404000.0,1.0,-9.19,-9.3338,-9.559,-105989480.0,-124774000.0,-127790000.0,-9.5594,-9.5594,125206000.0,268891000.0,274295000.0,3568000.0,294810000.0,32444000.0,184968000.0,-646081000.0,109842000.0,27191000.0,1920000.0,-94761760.0,-2877000.0,-65828000.0,225919000.0,58332000.0,-104636000.0,0.045344459143177,8.454,8.322124275675,3.859141906053501,-0.29600000000000004,0.7963,2.728,-1.4984,294810000.0,89327000.0,-0.621428,-4.097372999999999,-3.7367320000000004,-5.7853400000000015,-4.831416,-4.8429139999999995,0.1608,-2.853604,0.7327,0.3107,Healthcare,0,-27.771426609584264
FONR,78036586.0,0.0636,39984161.0,19407411.0,20888081.0,19096080.0,15258187.0,19620621.0,18390586.0,2.98,2.92,6898193.0,6161599.0,0.5124,0.24,0.1952,0.236,18763452.0,15229888.0,23678798.0,0.1955,0.2514,10139621.0,10139621.0,53413706.0,16462504.0,98762566.0,14236003.0,15852613.0,-101003389.0,77437154.0,12405153.0,3533564.0,16807264.0,-2851158.0,-4319083.0,-10876869.0,1611312.0,13956106.0,0.79014336261778,3.752,3.547037605991,0.71225195723828,0.1074,0.9139,0.2487,-0.8069,88190939.0,37561093.0,0.1591,0.3018,0.3302,0.2508,0.2263,0.2269,0.0169,0.0114,0.1635,0.0485,Healthcare,0,-16.878852344820746
CRY,189702000.0,0.0517,128642000.0,101211000.0,120672000.0,7970000.0,3561000.0,3704000.0,3704000.0,0.11,0.11,33457552.0,33008000.0,0.6781,0.096,0.0445,0.02,18187000.0,8442000.0,3704000.0,0.0188,0.0195,39977000.0,40753000.0,179280000.0,33579000.0,589693000.0,42940000.0,312635000.0,37609000.0,277058000.0,31877000.0,9745000.0,10803000.0,-6632000.0,-171048000.0,143245000.0,-16588000.0,4171000.0,0.32169620463529,4.175,2.1470423847229,0.9309967396367,0.0058,2.9166,0.5335,-0.6806,221958000.0,-133355000.0,0.0819,-0.6065,-0.4268,-0.6563,-0.6667,-0.6563,0.0409,-0.4522,0.8653,0.1056,Healthcare,1,48.58638007306044
AGIO,43011000.0,-0.3846,43011000.0,71124000.0,363805000.0,-149029550.0,-213033432.889968,-242212000.0,-244339958.88755,-6.75,-6.75,48754289.0,46587631.0,1.0,-7.166,-7.316,-7.316,-105989480.0,-157460500.0,-244359460.00000003,-7.316,-7.316,102724000.0,423936000.0,445261000.0,24431000.0,614397000.0,94941000.0,238894000.0,-798061000.0,375503000.0,72174000.0,6432000.0,-94761760.0,-4627000.0,-57908000.0,285110000.0,-58030000.0,-289859000.0,0.070005224634886,4.69,4.5039129564677,1.0819772279626,-0.1128,0.9064,1.6536,-0.7194,614397000.0,206367000.0,-0.3846,-0.5855,-0.5961,-0.5855,-0.3314,-0.3314,0.1907,-2.853604,-0.0076,0.4025,Healthcare,0,-22.931640984142128
CO,110285589.8999,0.0757,89586126.8321,53464228.7041,51149760.5572,38436366.2749,23771876.3605,18312291.3946,18312291.3946,0.2307,0.2307,11621426.2081,11621426.2081,0.8123,0.0637,0.3727,0.0241,48427078.7984,41101436.6565,18674938.3254,0.2155,0.166,509398345.6683,509398345.6683,532768538.6736,80022347.9901,752127702.8008,210002612.1027,484742852.9967,127670149.4703,266703671.4555,58080830.0681,7325642.1419,92531127.5577,-3543897.8378,-13143955.8845,-8707009.1424,72825714.7003,88987229.7199,0.14663146895030998,0.3682,2.5968297206613,2.425676235966,0.0346,5.053,0.4848,-0.4838,736645769.8447,48025685.6769,0.1176,0.0678,0.2992,0.3018,0.1935,0.1935,0.0,0.03,0.0376,0.0869,Healthcare,0,-33.98872072722048
EARS,0.0,0.0,0.0,5282470.7692,26038991.7949,-26038991.7949,-25053586.6667,-25035357.9487,-25035357.9487,-7.6234,-7.6692,2030904.7799999998,1937694.4000000001,0.0,-3.5253891575130627,0.0,-3.9532841151377025,-23245198.9744,-23371131.2821,-25035357.9487,0.0,0.0,15357301.5385,15357301.5385,16274423.5897,259383.5897,18283355.8974,10692966.1538,20501006.1538,-139617380.5128,-2217650.2564,4802782.5641,125932.3077,-24898220.5128,-6552.8205,-101947.6923,8432143.5897,-16568024.6154,-24904773.3333,0.0,1.561,1.4667067984992,1.4362059430107,-0.8465,0.9945,0.0,-0.052000000000000005,16612484.1026,-4226582.5641,0.0,0.27,0.1936,0.2358,0.4001,0.4001,0.2733,0.2088,-0.30742,-0.0922,Healthcare,0,-92.64516138261364
HSKA,129341000.0,-0.0057,58261000.0,38038000.0,40042000.0,18219000.0,18866000.0,9953000.0,9953000.0,1.42,1.3,7243787.0,7026000.0,0.4504,0.181,0.1447,0.077,23470000.0,18716000.0,9456000.0,0.1459,0.077,9659000.0,9659000.0,62788000.0,17331000.0,135444000.0,19383000.0,35004000.0,-143463000.0,100440000.0,8066000.0,4754000.0,10409000.0,-3412000.0,-17169000.0,5551000.0,-1135000.0,6997000.0,0.95494078733646,3.239,1.3979260176443002,0.49832327297116,0.0178,1.0458,0.2941,-0.7177,106799000.0,27784000.0,0.0811,0.2581,0.102,-0.0528,-0.0839,-0.0909,0.0382,0.7778,0.0352,0.0803,Healthcare,1,7.962380531813282
USPH,414051000.0,0.1613,90617000.0,35889000.0,35889000.0,54728000.0,28288000.0,22256000.0,22256000.0,1.76,1.76,12581162.0,12570000.0,0.2189,0.097,0.0734,0.054000000000000006,40109000.0,30399000.0,27724000.0,0.0683,0.0538,21933000.0,21933000.0,77081000.0,20385000.0,418982000.0,39551000.0,110340000.0,162406000.0,204866000.0,33342000.0,9710000.0,56526000.0,-7014000.0,-43575000.0,-11065000.0,1886000.0,49512000.0,0.98823099799037,1.949,1.827893100048,0.55454982174913,0.024,2.5398,0.0867,-0.7223,98690000.0,-33259000.0,0.1049,-0.0975,0.1049,0.083,0.0732,0.0732,0.0056,0.1073,0.1929,0.105,Healthcare,1,40.652331192518936
CARA,911000.0,1.6639459999999837,911000.0,11872000.0,60396000.0,-59485000.0,-58329000.0,-58125000.0,-58125000.0,-1.86,-1.86,32608485.0,31202842.0,1.0,-13.417900000000003,-10.65308,-15.304950000000002,-57834000.0,-58329000.0,-58125000.0,-10.638703999999997,-11.262636,10157000.0,93338000.0,95058000.0,1177000.0,97004000.0,8506000.0,10224000.0,-220341000.0,86780000.0,0.0,495000.0,-54827000.0,-17000.0,-36500000.0,87923000.0,-3404000.0,-54844000.0,0.0093913653045235,11.175,10.987655772396,1.1940982835645,-0.1449,0.9433,4.444265999999904,-0.0343,97004000.0,84834000.0,3.293802000000004,-0.0101,-0.0186,-0.0148,0.1143,0.1143,0.1438,-0.1572,0.5198,0.2858,Healthcare,1,1.2461047158154557
CMRX,4494000.0,-0.2119,4494000.0,27148000.0,76596000.0,-72102000.0,-70984000.0,-70984000.0,-70984000.0,-1.51,-1.51,47127732.0,46963430.0,1.0,-13.417900000000003,-10.65308,-15.304950000000002,-69893000.0,-70984000.0,-70984000.0,-10.638703999999997,-11.262636,18548000.0,151520000.0,156533000.0,1894000.0,235230000.0,13196000.0,13420000.0,-486788000.0,221810000.0,9384000.0,1091000.0,-50125000.0,-151000.0,16431000.0,779000.0,-32915000.0,-50276000.0,0.019104706032394,11.862,11.609730221279,1.4055774477113998,-0.3206,0.7061,4.444265999999904,-0.1384,235230000.0,143113000.0,-0.2119,0.0708,0.075,0.0708,0.0848,0.0848,0.0151,0.2145,-0.1797,0.0856,Healthcare,0,-45.435246020637024
